Title,Restaurant,Menu,Category,Description,Price,Status,Action,# Sides,Side:Cost(Choose #),Size(Choose 1),Options:Cost(Choose 1),Additional options(Choose 1),Additional options(Choose 1),Add-ons:Cost (Choose Any),Temp (Choose 1)
Antipasto,Gondolier Italian Restaurant and Pizza,Dinner,Salads,"Lettuce, cucumbers, tomatoes, onions, pepperoncini peppers, salami, ham, pepperoni, provolone cheese, Kalamata olives ",10.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Caesar,Gondolier Italian Restaurant and Pizza,Dinner,Salads,Crisp romaine lettuce tossed in our creamy Caesar dressing with parmesan cheese and croutons ,4.29,Active,"Activate, Deactivate, Feature, Edit",0,,"Small:4.29, Large:8.30",,,,,
Fried Chicken Tender Salad,Gondolier Italian Restaurant and Pizza,Dinner,Salads,Homemade chicken tenders served atop our house salad ,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Gondolier,Gondolier Italian Restaurant and Pizza,Dinner,Salads,A generous portion of gyro meat served on top of our Greek salad ,10.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Greek,Gondolier Italian Restaurant and Pizza,Dinner,Salads,"Lettuce, tomatoes, green peppers, onions, Kalamata olives, feta cheese, pepperoncini peppers, cucumbers ",6.29,Active,"Activate, Deactivate, Feature, Edit",0,,"Small:6.29, Large:8.99",,,,,
Grilled Chicken Caesar,Gondolier Italian Restaurant and Pizza,Dinner,Salads,Sliced grilled chicken served over our Caesar salad ,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Grilled Chicken Salad,Gondolier Italian Restaurant and Pizza,Dinner,Salads,Tender chicken breast heaped atop our Greek salad ,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
House,Gondolier Italian Restaurant and Pizza,Dinner,Salads,"Lettuce, tomatoes, red onions, cucumbers and pepperoncini peppers ",4.29,Active,"Activate, Deactivate, Feature, Edit",0,,"Small:4.29, Large:8.29",,,,,
Creek Island Shrimp with Spaghetti,Gondolier Italian Restaurant and Pizza,Dinner,Seafood,"Sautéed shrimp in olive oil, fresh garlic, basil, tomatoes, a dash of white wine, tossed in marinara and spaghetti noodles topped with crumbled feta cheese. A Gondolier classic! *Choice of House Salad, Caesar Salad, or Soup*",15.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Fried Shrimp,Gondolier Italian Restaurant and Pizza,Dinner,Seafood,"Hand breaded jumbo shrimp served with cocktail sauce. *Choice of French Fries, Rice or Spaghetti* *Choice of House Salad, Caesar Salad, or Soup*",14.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup","French Fries, Rice, Spaghetti",,Greek Salad Upgrade:2,
Grilled Shrimp,Gondolier Italian Restaurant and Pizza,Dinner,Seafood,"Seasoned to perfection, skewered, grilled, served with homemade cocktail sauce and our choice of French fries, rice or spaghetti. *Choice of House Salad, Caesar Salad, or Soup*",14.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Cheese,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with mozzarella cheese, sautéed onions and peppers.",7.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with chicken, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Florentine,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,Fresh dough rolled in a cylindrical shape and filled with sautéed spinach and grilled chicken.,8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Ham,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with ham, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
House,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with beef, ham, pepperoni, sautéed onions, and mushrooms.",9.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Italian Sausage,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with Italian sausage, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Meatball,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with meatballs, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pepperoni,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with pepperoni, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Philly,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,Fresh dough rolled in a cylindrical shape and filled with tender slices of steak and sautéed onions.,8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Veggie,Gondolier Italian Restaurant and Pizza,Dinner,Strombolis,"Fresh dough rolled in a cylindrical shape and filled with onions, green peppers, mushrooms and black olives.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheesesteak,Gondolier Italian Restaurant and Pizza,Dinner,Subs,Slices of tender steak topped with caramelized onions and provolone cheese. Served with fries. ,7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Sautéed Mushrooms:0.89, Add Green Peppers:0.89",
Chicken Parmigiana,Gondolier Italian Restaurant and Pizza,Dinner,Subs,Breaded chicken topped with marinara and melted provolone cheese . Served with fries. ,7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Eggplant Parmigiana,Gondolier Italian Restaurant and Pizza,Dinner,Subs,"Hand breaded, fresh eggplant, lightly fried covered in marinara and melted provolone. Served with fries. ",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Italian,Gondolier Italian Restaurant and Pizza,Dinner,Subs,"*Choice of Hot or Cold* Salami, ham, provolone, pepperoni, lettuce, tomato, onion. Served with fries and house dressing on side.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Hot, Cold",,,,
Italian Sausage & Peppers,Gondolier Italian Restaurant and Pizza,Dinner,Subs,"Hand cut Italian sausage, sautéed bell peppers, marinara and melted provolone cheese. Served with fries. ",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Meatball Parmigiana,Gondolier Italian Restaurant and Pizza,Dinner,Subs,Homemade meatballs with marinara and melted provolone cheese. Served with fries. ,7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Fettuccini Alfredo,Gondolier Italian Restaurant and Pizza,Lunch,Alfredo Dishes,Our award-winning Alfredo sauce topped with marinated grilled chicken breast served with fettucine noodles.,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fettuccini Alfredo,Gondolier Italian Restaurant and Pizza,Lunch,Alfredo Dishes,"Our creamy, homemade parmesan sauce tossed with fettucine noodles.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Bruschette,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,"Garlic bread topped with tomatoes, olive oil, herbs and mozzarella.",7.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Calamari,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,Tender squid lightly breaded and fried. Served with marinara and lemon.,8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Combo Platter,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,"Mozzarella sticks, chicken fingers, fried pickles, fried mushrooms ",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fried Mushrooms,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,Beer battered and served with horseradish sauce. ,7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fried Pickles,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,"Hand breaded, in-house specialty. Served with ranch.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mozzarella Sticks,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,"Fried golden brown, served with marinara sauce.",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Spanakopita,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,"A Greek classic! Made with layers of phyllo dough, spinach, onions and feta cheese. Served with tzatziki sauce. Opa!!!",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Wings,Gondolier Italian Restaurant and Pizza,Lunch,Appetizers,*Choice of Homemade Boneless or Jumbo Chicken Wings*,10.99,Active,"Activate, Deactivate, Feature, Edit",0,,"10pc:10.99, 25pc:24.99","Hot, Mild, BBQ, Garlic Parmesian","Homemade Boneless, Jumbo Chicken Wings",,,
Baked Chicken Penne,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"Penne noodles topped with grilled chicken, marinara and baked cheese.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Baked Spaghetti Gondolier,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"Sautéed bell peppers, mushrooms over spaghetti, topped with mozzarella cheese and pepperoni and baked to perfection.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Parmigiana,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"Tender chicken, hand breaded, gently fried, covered in marinara sauce and topped with melted mozzarella cheese.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Eggplant Parmigiana,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"Tasty eggplant fried, baked with mozzarella cheese, served with spaghetti marinara. ",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Lasagna,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"Layer after layer of sautéed ground beef, parmesan, ricotta and mozzarella cheeses baked to perfection.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Manicotti,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"Homemade noodles stuffed with assorted cheeses, lightly seasoned, topped with marinara and baked with mozzarella cheese.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Ravioli,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"*Choice of Cheese, Beef, or Combo* Tender round pasta envelopes, smothered in marinara and topped with baked mozzarella cheese.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Cheese, Beef, Combo",,,,
Tortellini,Gondolier Italian Restaurant and Pizza,Lunch,Baked Dishes,"*Choice of Cheese, Beef, or Combo* Stuffed, circular noodles topped with marinara sauce and baked with mozzarella cheese.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Cheese, Beef, Combo",,,"Meatballs:2, Italian Sausage:2",
Bacon Cheeseburger,Gondolier Italian Restaurant and Pizza,Lunch,Burgers,"1/2 lb on briochewith crisp bacon, American cheese, lettuce, and onion. Served with fries.",9.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheeseburger,Gondolier Italian Restaurant and Pizza,Lunch,Burgers,"1/2 lb on brioche with American cheese, lettuce, tomato, and onion. Served with fries.",8.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Hamburger,Gondolier Italian Restaurant and Pizza,Lunch,Burgers,"1/2 lb on brioche with lettuce, tomato, and onion. Served with fries.",7.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheese,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with mozzarella cheese, sautéed onions and peppers.",7.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with chicken, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Florentine,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,Fresh dough folded in a crescent moon shape and filled with sautéed spinach and grilled chicken.,8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Ham,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with ham, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
House,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with beef, ham, pepperoni, sautéed onions, and mushrooms.",9.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Italian Sausage,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with Italian sausage, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Meatball,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with meatballs, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pepperoni,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with pepperoni, mozzarella cheese, sautéed onions and peppers. ",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Philly,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,Fresh dough folded in a crescent moon shape and filled with tender slices of steak and sautéed onions.,8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Veggie,Gondolier Italian Restaurant and Pizza,Lunch,Calzones,"Fresh dough folded in a crescent moon shape and filled with onions, green peppers, mushrooms and black olives.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Assorted Cheesecakes,Gondolier Italian Restaurant and Pizza,Lunch,Desserts,Assorted Cheesecakes,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Baklava,Gondolier Italian Restaurant and Pizza,Lunch,Desserts,Baklava,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cannolis,Gondolier Italian Restaurant and Pizza,Lunch,Desserts,Cannolis,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Tiramisu,Gondolier Italian Restaurant and Pizza,Lunch,Desserts,Tiramisu,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Baked Penne,Gondolier Italian Restaurant and Pizza,Lunch,Kid's Menu,Kid's Baked Penne,4.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheese Pizza,Gondolier Italian Restaurant and Pizza,Lunch,Kid's Menu,Kid's Cheese Pizza,4.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheese Ravioli,Gondolier Italian Restaurant and Pizza,Lunch,Kid's Menu,Kid's Cheese Ravioli,5.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Tenders,Gondolier Italian Restaurant and Pizza,Lunch,Kid's Menu,Kid's Chicken Tenders,4.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Spaghetti Meat Sauce,Gondolier Italian Restaurant and Pizza,Lunch,Kid's Menu,Kid's Spaghetti Meat Sauce,4.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Spaghetti Meatballs,Gondolier Italian Restaurant and Pizza,Lunch,Kid's Menu,Kid's Spaghetti Meatballs,5.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fettuccini,Gondolier Italian Restaurant and Pizza,Lunch,Pasta,"*Choice of Marinara or Meat Sauce* Additional toppings: baked cheese, mushrooms, meatballs, grilled chicken or sausage.",6.29,Active,"Activate, Deactivate, Feature, Edit",0,,,"Marinara:6.29, Meat Sauce:6.79",,,"Add Baked Cheese:2, Add Mushrooms:2, Add Meatballs:2, Add Grilled Chicken:2, Add Sausage:2",
Penne,Gondolier Italian Restaurant and Pizza,Lunch,Pasta,"*Choice of Marinara or Meat Sauce* Additional toppings: baked cheese, mushrooms, meatballs, grilled chicken or sausage.",6.29,Active,"Activate, Deactivate, Feature, Edit",0,,,"Marinara:6.29, Meat Sauce:6.79",,,"Add Baked Cheese:2, Add Mushrooms:2, Add Meatballs:2, Add Grilled Chicken:2, Add Sausage:2",
Spaghetti,Gondolier Italian Restaurant and Pizza,Lunch,Pasta,"*Choice of Marinara or Meat Sauce* Additional toppings: baked cheese, mushrooms, meatballs, grilled chicken or sausage.",6.29,Active,"Activate, Deactivate, Feature, Edit",0,,,"Marinara:6.29, Meat Sauce:6.79",,,"Add Baked Cheese:2, Add Mushrooms:2, Add Meatballs:2, Add Grilled Chicken:2, Add Sausage:2",
Breakfast Pita,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,"Ham, bacon, American cheese, Jalepenos, and Egg",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Fajita,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,"Chicken, sauteed onions, lettuce, tomato, and provolone",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Souvlaki,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,"Chunks of chicken, marinated with special Greek seasonings topped with lettuce, tomato, onion. Served with tzatziki sauce and fries.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Strips,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,Homemade chicken tenders fried golden brown.,7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Strips,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,"Chicken strips, sauteed onions, lettuce, tomato, and provolone",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Gyro,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,"Beef and lamb cooked to perfection with lettuce, tomato, onion. A Greek specialty! Served with tzatziki sauce and fries.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Italian Cheese Steak,Gondolier Italian Restaurant and Pizza,Lunch,Pitas,"Italian cheese steak, sauteed onions, lettuce, tomato, and provolone",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
"10"" BBQ",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,"BBQ sauce, grilled chicken, sautéed onions, bacon",12.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
"10"" Cheese",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,Cheese Pizza,8.69,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
"10"" Gondolier",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,"Beef, pepperoni, sausage, onions, mushrooms, green peppers, tomatoes, black olives, feta cheese",15.69,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
"10"" Greek",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,"Gyro meat, feta cheese, Kalamata olives, and tomatoes",12.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
"10"" Haawaiian",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,Pineapples and ham,12.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
"10"" House",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,"Beef, pepperoni, ham, sausage, green peppers, onions, mushrooms",13.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
"10"" Meat-Eaters",Gondolier Italian Restaurant and Pizza,Lunch,Pizzas,"Beef, sausage, ham, pepperoni",12.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Chicken:1.49, Pepperoni:1.49, Sausage:1.49, Ham:1.49, Beef:1.49, Meatballs:1.49, Bacon:1.49, Gyro Meat:1.49, Philly Steak:1.49, Anchovies:1.49, Mushrooms:1.49, Onions:1.49, Green Peppers:1.49, Jalapeños:1.49, Black Olives:1.49, Green Olives:1.49, Banana Peppers:1.49, Feta Cheese:1.49, Fresh Garlic:1.49, Tomatoes:1.49, Eggplant:1.49, Pineapple:1.49, Spinach:1.49, Broccoli:1.49, Basil:1.49, Sundried Tomatoes:1.49, Kalamata Olives:1.49",
